SME_ID,Month,Revenue,EBITDA,Cash,Debt_Payment,Macro_Index,PD,Default_Flag
0,1,97454.27585911502,34312.942898411784,45420.427624298725,532.4428958250768,1.0,0.0017421750558062198,0
0,2,105534.868221334,38632.174300928025,86968.39994168609,532.4428958250768,1.0402573245120719,0.0008905892331588885,0
0,3,93077.70890585305,31973.58402812312,123982.29606789984,532.4428958250768,1.0046909979771013,0.0003585909199595627,0
0,4,111398.05854841623,41766.16184100838,155907.88752773855,532.4428958250768,0.9580763153714831,0.0003649907400343576,0
0,5,102333.18967212764,36920.81578776361,193556.40059366258,532.4428958250768,0.9861051331082892,0.00012612742320299025,0
0,6,114860.01687287721,43616.64487974295,236264.95155085914,532.4428958250768,0.9989367686336275,9.156669040649297e-05,0
0,7,81768.17481797017,25928.421422395877,261615.22528399463,532.4428958250768,0.9740449125302606,1.480198985728514e-05,0
0,8,92151.72380125962,31478.62725233994,287994.8718122617,532.4428958250768,0.9435877148960801,1.6911122269869605e-05,0
0,9,103644.63715191066,37621.80958667295,326608.68289001187,532.4428958250768,0.9989463186943633,8.748084358296744e-06,0
0,10,79915.40291160476,24938.07934833093,357716.0270683922,532.4428958250768,1.0346151828512238,1.3247188308846968e-06,0
0,11,76361.49004817544,23038.444847115352,379585.29778041353,532.4428958250768,0.9620442090282034,5.58129409949091e-07,0
0,12,78244.38892564263,24044.890364320672,398810.4581522894,532.4428958250768,0.9619753705883299,5.014741990235568e-07,0
0,13,98388.24775198447,34812.168765516595,438615.5546065591,532.4428958250768,1.0149875607814285,5.618072293349101e-07,0
0,14,76496.13282133611,23110.41398847144,466906.6767052761,532.4428958250768,0.9985897286025532,4.623121216218991e-08,0
0,15,96062.10231624427,33568.79947246272,501721.6669477246,532.4428958250768,0.9867475041711209,2.241941953921464e-07,0
0,16,91746.62494652343,31262.094154756553,535540.761008697,532.4428958250768,0.9836542697290505,4.1928225363144186e-08,0
0,17,68337.27150005066,18749.346328081007,549322.0133319647,532.4428958250768,0.9605355644661313,9.227406825874157e-10,0
0,18,118983.95957013057,45820.97124614103,602216.2043498624,532.4428958250768,0.9297555015205908,1.1169253045032987e-07,0
0,19,81626.97486389197,25852.94734223563,622715.7280442932,532.4428958250768,0.9771425338327823,2.374053164403524e-09,0
0,20,81142.7958360327,25594.144377325858,649390.7004569633,532.4428958250768,0.9379263510267557,7.625943686968903e-10,0
0,21,86343.62825707853,28374.08892906872,672881.5589633174,532.4428958250768,0.9627302320214479,1.514075637184723e-09,0
0,22,76515.26132872507,23120.638542080153,698155.5562933773,532.4428958250768,0.9960756497339548,1.1278084032396303e-10,0
0,23,104645.7049292095,38156.89948923658,735963.8870302005,532.4428958250768,0.9609722973412393,1.964378723339814e-09,0
0,24,87817.45941016698,29161.879911842443,768508.6680254228,532.4428958250768,0.9495738980739907,3.1343681556452697e-10,0
0,25,99129.25279458742,35208.25015484615,798403.9828300277,532.4428958250768,0.9950312083615833,4.4233581923184455e-10,0
0,26,138412.93701127206,56206.13185329151,847192.6223050265,532.4428958250768,1.0098441388587842,8.298756639130079e-09,0
0,27,100673.08695596117,36033.45908646607,880566.1240722872,532.4428958250768,0.9914587545291769,1.317379448071118e-10,0
0,28,112030.50023279627,42104.21403582105,916183.2709416128,532.4428958250768,1.0240773532544531,2.125570878928234e-10,0
0,29,92924.50557754499,31891.693914510644,952329.9213720136,532.4428958250768,1.0470175403644748,1.0140713323822918e-11,0
0,30,123425.14479670662,48194.869821288405,1005777.0837390757,532.4428958250768,1.039638595580525,2.4813468900603243e-10,0
0,31,76234.36906722415,22970.496247776195,1035321.2108543512,532.4428958250768,1.0052430112095259,1.823280573216366e-14,0
0,32,107663.91435883511,39770.19024360768,1074094.8346893268,532.4428958250768,0.9933338902598733,2.4714157267426487e-11,0
0,33,75195.2188755932,22415.05056527791,1095715.2093069463,532.4428958250768,1.002493391780796,2.644469719584323e-15,0
0,34,81074.2137426695,25557.48593472335,1116288.5224654586,532.4428958250768,0.99703050351787,1.3923831745686733e-14,0
0,35,95148.05444403159,33080.223376046444,1146078.1627591287,532.4428958250768,1.0213952819183802,2.268602303503221e-13,0
0,36,84192.44672799001,27224.241195578972,1171060.3898289138,532.4428958250768,0.9767323453401328,1.1764133748613057e-14,0
1,1,117491.53574731141,22546.530868140835,56982.01813851623,559.4414577976945,1.0,0.0012788721687494655,0
1,2,138076.14016881876,31379.150174780458,101119.8015911549,559.4414577976945,1.0402573245120719,0.0008926435856441461,0
1,3,151998.9256350221,37353.25884322307,144538.51180079483,559.4414577976945,1.0046909979771013,0.0006715702641929047,0
1,4,169507.4114904148,44865.95070893559,183984.27719833882,559.4414577976945,0.9580763153714831,0.000623888705902881,0
1,5,173645.55903717875,46641.58268936275,230250.67938332216,559.4414577976945,0.9861051331082892,0.0003774598976416928,0
1,6,169264.38505978312,44761.670835527955,267075.60842393973,559.4414577976945,0.9989367686336275,0.0002200029686835201,0
1,7,140779.35628609455,32539.069422124492,297916.56170273374,559.4414577976945,0.9740449125302606,5.192574159142625e-05,0
1,8,102552.72276980036,16136.456366753824,318447.7515160392,559.4414577976945,0.9435877148960801,2.107259722100925e-05,0
1,9,130486.40239001396,28122.480138053346,343845.59760135435,559.4414577976945,0.9989463186943633,3.760010826313252e-05,0
1,10,122142.35180207256,24542.14306625491,377267.91040790285,559.4414577976945,1.0346151828512238,1.8516875956887154e-05,0
1,11,62865.19730350354,-893.0087853724835,377332.18900840764,559.4414577976945,0.9620442090282034,1.5441752409619138e-07,0
1,12,129851.98667024674,27850.25957844926,405828.79118267825,559.4414577976945,0.9619753705883299,2.1075303402485892e-05,0
1,13,131873.14899202835,28717.517310473893,436024.61600138637,559.4414577976945,1.0149875607814285,9.17150140538054e-06,0
1,14,163072.62673272082,42104.85785910193,476185.3829559599,559.4414577976945,0.9985897286025532,5.547728326575344e-06,0
1,15,171088.47679624028,45544.367823947105,522362.10849257605,559.4414577976945,0.9867475041711209,7.662220118088818e-06,0
1,16,233729.54283694143,72422.93580466075,599236.7726261157,559.4414577976945,0.9836542697290505,7.16047816194578e-06,0
1,17,154745.5094973182,38531.78669601359,647542.7943949116,559.4414577976945,0.9605355644661313,9.597167337406039e-08,0
1,18,148963.59441279553,36050.832787006366,691697.8601032281,559.4414577976945,0.9297555015205908,5.533300400602725e-07,0
1,19,120919.4022692956,24017.3893506593,717157.2593089169,559.4414577976945,0.9771425338327823,6.012544222338411e-08,0
1,20,134312.7635276882,29764.328121465893,734406.8985941814,559.4414577976945,0.9379263510267557,1.945560197624525e-07,0
1,21,97718.30365512155,14062.062186796458,748677.3202936786,559.4414577976945,0.9627302320214479,3.863727288390546e-09,0
1,22,62975.36856851049,-845.7355503658182,747239.9017929422,559.4414577976945,0.9960756497339548,1.5699361781627474e-12,0
1,23,89964.19403750078,10734.862066164656,759064.3941783947,559.4414577976945,0.9609722973412393,8.657955732735424e-10,0
1,24,181494.71811458905,50009.56745061389,802251.6743326958,559.4414577976945,0.9495738980739907,7.6984187451575e-07,0
1,25,138494.40411616056,31558.622470721326,843736.825753529,559.4414577976945,0.9950312083615833,2.8260902365865035e-08,0
1,26,118184.91315380228,22844.051215967396,868668.1444412426,559.4414577976945,1.0098441388587842,3.728137004578426e-09,0
1,27,203052.42323713502,59259.7331848311,922544.6692118063,559.4414577976945,0.9914587545291769,9.950906772929514e-08,0
1,28,170290.59485989306,45202.00577262508,965443.8277142725,559.4414577976945,1.0240773532544531,2.7890205582576325e-09,0
1,29,218671.35271503206,65961.63793027162,1026545.2930588967,559.4414577976945,1.0470175403644748,3.37349885577409e-08,0
1,30,166655.29196700882,43642.1387059729,1066285.6078403634,559.4414577976945,1.039638595580525,2.314083220851888e-08,0
1,31,168483.2921085927,44426.51274651672,1125921.2492825359,0.0,1.0052430112095259,7.66370800123998e-09,0
1,32,113594.47901593731,20874.348210666954,1140498.0242004227,0.0,0.9933338902598733,1.5786668728340175e-11,0
1,33,102018.3758285465,15907.1741802654,1163321.0513141118,0.0,1.002493391780796,2.544492796585434e-12,0
1,34,85599.75140584743,8862.129442224366,1172036.8850938056,0.0,0.99703050351787,2.6762385180563768e-14,0
1,35,131743.51851846004,28661.894350706352,1198033.3543265972,0.0,1.0213952819183802,2.0365682233622652e-10,0
1,36,107897.2759811198,18429.74327735097,1221834.305810139,0.0,0.9767323453401328,2.343309324067268e-12,0
2,1,288341.4425430712,22497.287772258103,79357.308413582,1101.672818644472,1.0,0.0017977187375182026,0
2,2,288911.09809495264,22715.718805224693,102630.3554573102,1101.672818644472,1.0402573245120719,0.001418703186559316,0
2,3,258184.02651560312,10933.605977659172,123403.87358385598,1101.672818644472,1.0046909979771013,0.0014084711059141471,0
2,4,198697.92137581584,-11875.987205325058,130562.43095821391,1101.672818644472,0.9580763153714831,0.0014093070478005151,0
